wallet,n_pairs,top_pair_trades,total_pair_trades,total_pair_volume_eth,top_pair_tokens,pct_own_max,intensity_max,partners,round_trips_total,ring_appearances,ring_tokens,self_sale_eth,funder,funder_tag,avg_price_per_trade,flag_selfsale,flag_pingpong,flag_ring,flag_concentration,flag_attributed,detectors_fired,confidence,structure_type,collection_focus
0xfbcb950fd13add1fe0ba95440fba0851575c617d,1,21,21,511,1,95,21,0xe18285b6ad1fe8cc73c5d2bc86ad2c1335d9f9b1,10,,,,0xef15f4c1a77cbbc03842fb01cec10b44e8879923,,24.333333333333332,0,1,0,1,1,3,high,concentrated_pair,Meebits
0x6ee069db6e81527bf7ba26e536913a166fba1352,1,50,50,477,1,96,50,0x88eb2863997cbae2169d9022704acf21e423b377,25,,,,0x70c2607352084a87fe51152259ba12dbe09d5c17,,9.54,0,1,0,1,1,3,high,bilateral_mill,Terraforms
0x88eb2863997cbae2169d9022704acf21e423b377,1,50,50,477,1,100,50,0x6ee069db6e81527bf7ba26e536913a166fba1352,25,,,,0x70c2607352084a87fe51152259ba12dbe09d5c17,,9.54,0,1,0,1,1,3,high,bilateral_mill,Terraforms
0x5c503df9051b1dbb941f3046cb293c97d7cef4ad,1,20,20,117,1,91,20,0xd315092b620ce48b437b03da903727a7a4b7fb10,9,1,1,,,,5.85,0,1,1,1,0,3,high,ring_member,Meebits
0xd315092b620ce48b437b03da903727a7a4b7fb10,1,20,20,117,1,91,20,0x5c503df9051b1dbb941f3046cb293c97d7cef4ad,9,1,1,,,,5.85,0,1,1,1,0,3,high,ring_member,Meebits
0xa53496b67eec749ac41b4666d63228a0fb0409cf,1,1541,1541,636464,3,100,514,0xd73e0def01246b650d8a367a4b209be59c8be8ab,770,,,,,,413.020116807268,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0xd73e0def01246b650d8a367a4b209be59c8be8ab,1,1541,1541,636464,3,100,514,0xa53496b67eec749ac41b4666d63228a0fb0409cf,770,,,,,,413.020116807268,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x1ae35fce5942bcecca5f47d9d34d267658d6ac17,1,496,496,553749,1,100,496,0x32b8bfad45b330b81899df23ff6aac609781ce56,248,,,,,,1116.429435483871,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x32b8bfad45b330b81899df23ff6aac609781ce56,1,496,496,553749,1,100,496,0x1ae35fce5942bcecca5f47d9d34d267658d6ac17,248,,,,,,1116.429435483871,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x718a085f6d45a955395881bceff30ec97ffb1013,2,665,713,487293,3,93,222,0xc387e9e08827a80afbc0d9872220dcb5858da4cc| 0xf6764f702650eb66b2bd7368e2fef7133a8f4f80,356,,,,,,683.4403927068723,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0xf6764f702650eb66b2bd7368e2fef7133a8f4f80,1,665,665,468221,3,100,222,0x718a085f6d45a955395881bceff30ec97ffb1013,332,,,,,,704.0917293233083,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x35d0ca92152d1fea18240d6c67c2adfe0cca287c,1,35,35,444824,16,100,2,0xa99a76dddbb9678bc33f39919bc76d279c680c89,4,,,,,,12709.257142857143,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xa99a76dddbb9678bc33f39919bc76d279c680c89,1,35,35,444824,16,81,2,0x35d0ca92152d1fea18240d6c67c2adfe0cca287c,4,,,,,,12709.257142857143,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xc803698a4be31f0b9035b6eba17623698f3e2f82,1,99,99,374732,2,100,50,0xfc95c6e764575c96ca8cd03ee9d64c9e218655a3,48,,,,,,3785.1717171717173,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0xfc95c6e764575c96ca8cd03ee9d64c9e218655a3,1,99,99,374732,2,100,50,0xc803698a4be31f0b9035b6eba17623698f3e2f82,48,,,,,,3785.1717171717173,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x6165fd87c1bc73a4c44b23934e9136fd92df5b01,2,282,450,363961,3,62,94,0x0b81c1e1c53ee1eae26d6e504d28872d5d2728ef| 0x13fefdd563a930f07b1ac8a2227acc27c3c12946,220,,,,,,808.8022222222222,0,1,0,1,0,2,medium,multi_pair_operator,Meebits
0x7272b039aadebbc309a11bc8ee7e8363df33fabf,1,416,416,235415,1,100,416,0x7cdbc750bdc92fb92e1b94090289cc6db19e30c2,208,,,,,,565.9014423076923,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x7cdbc750bdc92fb92e1b94090289cc6db19e30c2,1,416,416,235415,1,100,416,0x7272b039aadebbc309a11bc8ee7e8363df33fabf,208,,,,,,565.9014423076923,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x13fefdd563a930f07b1ac8a2227acc27c3c12946,1,282,282,217670,3,100,94,0x6165fd87c1bc73a4c44b23934e9136fd92df5b01,139,,,,,,771.8794326241135,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x0b81c1e1c53ee1eae26d6e504d28872d5d2728ef,1,168,168,146291,3,100,56,0x6165fd87c1bc73a4c44b23934e9136fd92df5b01,81,,,,,,870.7797619047619,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x1407930f5ff83ff94532885557b334c74b3afc42,4,190,517,93373,7,37,27,0x26c01ab4efffcf017fe0392fbdf080dcb8252d80| 0x2edadfb25586b1e4d6623c7021e76a2fa595cdec| 0xc32575be004af0843d995d6139bbeb9f8085d970| 0xcaee6d433f36031b87d6e3c06395131a823314f3,180,62,7,,,,180.605415860735,0,1,1,0,0,2,medium,mesh_cluster,Meebits
0xcaee6d433f36031b87d6e3c06395131a823314f3,4,190,494,90878,7,38,27,0x1407930f5ff83ff94532885557b334c74b3afc42| 0x26c01ab4efffcf017fe0392fbdf080dcb8252d80| 0x2edadfb25586b1e4d6623c7021e76a2fa595cdec| 0xc32575be004af0843d995d6139bbeb9f8085d970,191,60,7,,,,183.96356275303643,0,1,1,0,0,2,medium,mesh_cluster,Meebits
0x2edadfb25586b1e4d6623c7021e76a2fa595cdec,4,179,500,89693,7,36,26,0x1407930f5ff83ff94532885557b334c74b3afc42| 0x26c01ab4efffcf017fe0392fbdf080dcb8252d80| 0xc32575be004af0843d995d6139bbeb9f8085d970| 0xcaee6d433f36031b87d6e3c06395131a823314f3,195,62,7,,,,179.386,0,1,1,0,0,2,medium,mesh_cluster,Meebits
0x57544b982e6f9afbefb251cc884d25707a8002f8,1,76,76,75557,2,100,38,0x6b34ff96d47e0558fe22bd80c05fdc0133515d19,37,,,,,,994.171052631579,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x6b34ff96d47e0558fe22bd80c05fdc0133515d19,1,76,76,75557,2,100,38,0x57544b982e6f9afbefb251cc884d25707a8002f8,37,,,,,,994.171052631579,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xa357f162fe9c383edeee81fbc905c4bc7fca166f,1,66,66,67060,20,99,3,0xe7e8b3777884b5b088453d0093f844ddff9cfd8d,23,,,,,,1016.060606060606,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xe7e8b3777884b5b088453d0093f844ddff9cfd8d,1,66,66,67060,20,99,3,0xa357f162fe9c383edeee81fbc905c4bc7fca166f,23,,,,,,1016.060606060606,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x349adbeb3c0c855b3eb7132f3ed616702e86465c,1,36,36,59559,1,100,36,0x857f876490b63bdc7605165e0df568ae54f72d8e,18,,,,,,1654.4166666666667,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x857f876490b63bdc7605165e0df568ae54f72d8e,1,36,36,59559,1,100,36,0x349adbeb3c0c855b3eb7132f3ed616702e86465c,18,,,,,,1654.4166666666667,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x26c01ab4efffcf017fe0392fbdf080dcb8252d80,3,100,271,47297,7,36,14,0x1407930f5ff83ff94532885557b334c74b3afc42| 0x2edadfb25586b1e4d6623c7021e76a2fa595cdec| 0xcaee6d433f36031b87d6e3c06395131a823314f3,95,33,7,,,,174.52767527675277,0,1,1,0,0,2,medium,mesh_cluster,Meebits
0xc01a7742c40ec01fd2836838eadde46f9d0b0099,1,144,144,45254,2,100,72,0xcd4be0574cf95c4dd863913ea5ab7e5185543217,72,,,,,,314.2638888888889,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0xcd4be0574cf95c4dd863913ea5ab7e5185543217,1,144,144,45254,2,99,72,0xc01a7742c40ec01fd2836838eadde46f9d0b0099,72,,,,,,314.2638888888889,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x50ea421b54fb7b034449808ba511a68ff4b0d29a,1,30,30,44518,2,97,15,0x7dbb760ecfdcbfe5d425c67019966ba05a3c48ae,14,,,,,,1483.9333333333334,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x7dbb760ecfdcbfe5d425c67019966ba05a3c48ae,1,30,30,44518,2,94,15,0x50ea421b54fb7b034449808ba511a68ff4b0d29a,14,,,,,,1483.9333333333334,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xc32575be004af0843d995d6139bbeb9f8085d970,3,87,214,43603,7,40,12,0x1407930f5ff83ff94532885557b334c74b3afc42| 0x2edadfb25586b1e4d6623c7021e76a2fa595cdec| 0xcaee6d433f36031b87d6e3c06395131a823314f3,63,43,7,,,,203.75233644859813,0,1,1,0,0,2,medium,mesh_cluster,Meebits
0x1b87c47089c66820b6d07faf599ef872dd932320,1,23,23,41950,1,96,23,0xb0449ec1a8a60f95322617d6ed52e1ba1a7beb49,11,,,,,,1823.9130434782608,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xb0449ec1a8a60f95322617d6ed52e1ba1a7beb49,1,23,23,41950,1,88,23,0x1b87c47089c66820b6d07faf599ef872dd932320,11,,,,,,1823.9130434782608,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x3bfe8b28de68aba3723b801f5d0f0d10a701293c,1,91,91,35157,3,98,30,0x6e82d57018bc95ef6d8b82bdc42449f77941dc32,44,,,,,,386.34065934065933,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x6e82d57018bc95ef6d8b82bdc42449f77941dc32,1,91,91,35157,3,97,30,0x3bfe8b28de68aba3723b801f5d0f0d10a701293c,44,,,,,,386.34065934065933,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x98499134fd237e9a443a5b59e9ae9129f3c9f8b8,1,332,332,34517,1,100,332,0xecb793b01a1dadecb452fcca855b2f96822a9126,166,,,,,,103.96686746987952,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0xecb793b01a1dadecb452fcca855b2f96822a9126,1,332,332,34517,1,100,332,0x98499134fd237e9a443a5b59e9ae9129f3c9f8b8,166,,,,,,103.96686746987952,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x30391a4f9d2f099d41888f811784281cba4097f0,1,65,65,28896,4,97,16,0x82ff9e428ad69f54f4c0251d13607af7da8bd91e,30,,,,,,444.55384615384617,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x82ff9e428ad69f54f4c0251d13607af7da8bd91e,1,65,65,28896,4,98,16,0x30391a4f9d2f099d41888f811784281cba4097f0,30,,,,,,444.55384615384617,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x0820f4612c4f657354ee9b30008ed307a2bceea7,1,100,100,22706,13,100,8,0x6ad244466777fb941917deab621e922b1feadd85,44,,,,,,227.06,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x6ad244466777fb941917deab621e922b1feadd85,1,100,100,22706,13,100,8,0x0820f4612c4f657354ee9b30008ed307a2bceea7,44,,,,,,227.06,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x41ebaeb7025784a336020ce969710e252c1fc3ee,1,34,34,19651,1,97,34,0xa7106b4089e6f3f267d23abc02c9a862dcd7316e,17,,,,,,577.9705882352941,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xa7106b4089e6f3f267d23abc02c9a862dcd7316e,1,34,34,19651,1,100,34,0x41ebaeb7025784a336020ce969710e252c1fc3ee,17,,,,,,577.9705882352941,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xc387e9e08827a80afbc0d9872220dcb5858da4cc,1,48,48,19072,1,100,48,0x718a085f6d45a955395881bceff30ec97ffb1013,24,,,,,,397.3333333333333,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xa9552226ba53c5dfce2ff3cfae86d83dce529444,2,48,73,17796,1,65,48,0x1964f9cffa39ce77611b44dddd21a22290a5283c| 0x9c3d5f1330f0b872230e8ea312db9275910c8a82,36,,,,,,243.78082191780823,0,1,0,1,0,2,medium,multi_pair_operator,Meebits
0xf319fcb2fbad698057d275da35b444dff2240fed,1,50,50,17669,1,98,50,0xf58df835c8e8b59ef52ccf7385b09079d7897b77,25,,,,,,353.38,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0xf58df835c8e8b59ef52ccf7385b09079d7897b77,1,50,50,17669,1,100,50,0xf319fcb2fbad698057d275da35b444dff2240fed,25,,,,,,353.38,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x48ad09ed9a4d3d9b76959f4d53ba0bc138fce336,1,85,85,17514,1,100,85,0x6f124a460e752eddacaa294800908393a3cad980,42,,,,,,206.04705882352943,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x6f124a460e752eddacaa294800908393a3cad980,1,85,85,17514,1,100,85,0x48ad09ed9a4d3d9b76959f4d53ba0bc138fce336,42,,,,,,206.04705882352943,0,1,0,1,0,2,medium,bilateral_mill,Terraforms
0x37dc76ecdeaaee3755a7b8a9a54579769ddf4c35,1,24,24,15163,1,92,24,0xc8ec8df6f8b76bf2e2835a7fbb5e617f8a182420,12,,,,,,631.7916666666666,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xc8ec8df6f8b76bf2e2835a7fbb5e617f8a182420,1,24,24,15163,1,100,24,0x37dc76ecdeaaee3755a7b8a9a54579769ddf4c35,12,,,,,,631.7916666666666,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x48039cfabedc5e0d24482a6f71edcf3a75b1921f,1,44,44,14572,1,100,44,0xb08856994dd338b0db1253dcab0e5f56e27f3985,22,,,,,,331.1818181818182,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xb08856994dd338b0db1253dcab0e5f56e27f3985,1,44,44,14572,1,96,44,0x48039cfabedc5e0d24482a6f71edcf3a75b1921f,22,,,,,,331.1818181818182,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x7b3892238e64fc1e5a744183e561e581ecd509da,1,146,146,13975,1,99,146,0xd44fea8b52e6078ab26249ea3cca8af01673172b,73,,,,,,95.71917808219177,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0xd44fea8b52e6078ab26249ea3cca8af01673172b,1,146,146,13975,1,100,146,0x7b3892238e64fc1e5a744183e561e581ecd509da,73,,,,,,95.71917808219177,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x1f055d883120bb393a8b0a913fbeb91667957201,1,55,55,13663,1,98,55,0x32fedea027b7eb6d42c47479de3962ccca56900d,27,,,,,,248.4181818181818,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x32fedea027b7eb6d42c47479de3962ccca56900d,1,55,55,13663,1,98,55,0x1f055d883120bb393a8b0a913fbeb91667957201,27,,,,,,248.4181818181818,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x1964f9cffa39ce77611b44dddd21a22290a5283c,1,48,48,13501,1,100,48,0xa9552226ba53c5dfce2ff3cfae86d83dce529444,24,,,,,,281.2708333333333,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x59acb0015b7c5ec9c1b955109c4ab34e4d4356a8,1,80,80,12655,1,98,80,0x6179e5e81c6833f2b55c7372d02d5d6dd2843cc4,40,,,,,,158.1875,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x6179e5e81c6833f2b55c7372d02d5d6dd2843cc4,1,80,80,12655,1,100,80,0x59acb0015b7c5ec9c1b955109c4ab34e4d4356a8,40,,,,,,158.1875,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x1beaa793c4df62246ed4af13eaf00b31dbb55a22,1,79,79,11446,1,100,79,0x85d105ca349bc896c580c711258b3a75de71f5cf,39,,,,,,144.8860759493671,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x85d105ca349bc896c580c711258b3a75de71f5cf,1,79,79,11446,1,100,79,0x1beaa793c4df62246ed4af13eaf00b31dbb55a22,39,,,,,,144.8860759493671,0,1,0,1,0,2,medium,bilateral_mill,Meebits
0x65e78d3587edecb999a15fbbf04f3e5b0fbdc9f2,1,107,107,11033,1,100,107,0x84cdda3986d8584a88ac1af647b10c63097952c4,53,,,,,,103.11214953271028,0,1,0,1,0,2,medium,bilateral_mill,Loot
0x84cdda3986d8584a88ac1af647b10c63097952c4,1,107,107,11033,1,100,107,0x65e78d3587edecb999a15fbbf04f3e5b0fbdc9f2,53,,,,,,103.11214953271028,0,1,0,1,0,2,medium,bilateral_mill,Loot
0x6341ce65a3171bec75bf6eba33eeea4a9ba59737,1,20,20,10730,2,91,10,0x84abb6c94713d77970b7dcc3143412585ba6c4d9,9,,,,,,536.5,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x84abb6c94713d77970b7dcc3143412585ba6c4d9,1,20,20,10730,2,91,10,0x6341ce65a3171bec75bf6eba33eeea4a9ba59737,9,,,,,,536.5,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0x6cb748f52c47c8f12d620e009c366330fb0dea08,1,25,25,10141,3,96,8,0x6d68c0f44e86587aa443ddb12ed9f10920195ada,12,,,,,,405.64,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x6d68c0f44e86587aa443ddb12ed9f10920195ada,1,25,25,10141,3,81,8,0x6cb748f52c47c8f12d620e009c366330fb0dea08,12,,,,,,405.64,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x902e77345b7baf9aba47c4febdb210406995a88d,1,23,23,10130,2,100,12,0xe6410ecbaa041a5dcde79164ca66de42a8d72bee,10,,,,,,440.4347826086956,0,1,0,1,0,2,medium,concentrated_pair,Loot
0xe6410ecbaa041a5dcde79164ca66de42a8d72bee,1,23,23,10130,2,100,12,0x902e77345b7baf9aba47c4febdb210406995a88d,10,,,,,,440.4347826086956,0,1,0,1,0,2,medium,concentrated_pair,Loot
0x3448cc87a74529322337bd8ae71565171d9f728f,1,96,96,9300,9,99,11,0x614387bec1a22d428a496782c54d2fc51fc4711c,44,,,,,,96.875,0,1,0,1,0,2,medium,concentrated_pair,Loot
0x614387bec1a22d428a496782c54d2fc51fc4711c,1,96,96,9300,9,100,11,0x3448cc87a74529322337bd8ae71565171d9f728f,44,,,,,,96.875,0,1,0,1,0,2,medium,concentrated_pair,Loot
0x7158e09bbc9693811bee0cf0b8d956cdf38aad16,1,20,20,9291,1,95,20,0xe76a7b0d62af49711fcd930a2ef27c06896e69bd,10,,,,,,464.55,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0xe76a7b0d62af49711fcd930a2ef27c06896e69bd,1,20,20,9291,1,100,20,0x7158e09bbc9693811bee0cf0b8d956cdf38aad16,10,,,,,,464.55,0,1,0,1,0,2,medium,concentrated_pair,Terraforms
0x4ce73cc57943602df15fccf1ee291c5d67d38326,1,27,27,9196,1,96,27,0xd3018da893037f3046c715299ce513556784e849,13,,,,,,340.5925925925926,0,1,0,1,0,2,medium,concentrated_pair,Meebits
0xd3018da893037f3046c715299ce513556784e849,1,27,27,9196,1,100,27,0x4ce73cc57943602df15fccf1ee291c5d67d38326,13,,,,,,340.5925925925926,0,1,0,1,0,2,medium,concentrated_pair,Meebits
