nft_id,sales,volume_eth,min_price,max_price,distinct_txs,top_pair_a,top_pair_b,top_pair_sales,dominance_pct,pair_confidence,pair_structure,token_structure,collection,token_id
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:7936,74,17800,4.2,400,74,0x1964f9cffa39ce77611b44dddd21a22290a5283c,0xa9552226ba53c5dfce2ff3cfae86d83dce529444,48,64.86486486486487,medium,concentrated_pair,few_pair_dominated,Meebits,7936
0x4e1f41613c9084fdb9e34e11fae9412427480e56:3790,66,5928,0.33,136.4,66,0x81d6e8dfde5d9ad36a0b3c303e21cf8975661ed0,0xb1f07b85455be93bcac8b2179bdcabb3009ffbb9,53,80.3030303030303,medium,bilateral_mill,single_pair_dominated,Terraforms,3790
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:6462,61,2529,4.9988,65.6,61,0x051858fc4fe71a2c8ff254237969881be369bc9e,0x48aabab1e5224540dfd31e48ded0ba6725185c93,34,55.73770491803279,medium,concentrated_pair,few_pair_dominated,Meebits,6462
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:97,59,2499,3.65,83,59,0x3abe35eba716e436267384c637c65fc8585c50d6,0xe3dbc37f19c9496c81c6e19d656029a607193cf8,31,52.54237288135593,high,ring_member,few_pair_dominated,Meebits,97
0x4e1f41613c9084fdb9e34e11fae9412427480e56:7658,58,5156,0.3,112,58,0x2560b0fc3c7cc12918d1418316fa4b0bcebc13fc,0x944f9f9b31f4de729b60e2c0b89de7cbdd5ac878,57,98.27586206896552,medium,bilateral_mill,single_pair_dominated,Terraforms,7658
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:12007,57,53696,4.1,1307,57,0x13fefdd563a930f07b1ac8a2227acc27c3c12946,0x6165fd87c1bc73a4c44b23934e9136fd92df5b01,35,61.40350877192982,medium,bilateral_mill,few_pair_dominated,Meebits,12007
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:7057,57,14165,140,335,57,0x1f055d883120bb393a8b0a913fbeb91667957201,0x32fedea027b7eb6d42c47479de3962ccca56900d,55,96.49122807017544,medium,bilateral_mill,single_pair_dominated,Meebits,7057
0x4e1f41613c9084fdb9e34e11fae9412427480e56:3082,56,18047,0.34,480,56,0xf319fcb2fbad698057d275da35b444dff2240fed,0xf58df835c8e8b59ef52ccf7385b09079d7897b77,50,89.28571428571429,medium,bilateral_mill,single_pair_dominated,Terraforms,3082
0x4e1f41613c9084fdb9e34e11fae9412427480e56:6118,56,2189,0.296,59,56,0xad2f5d7ddfc2a1622aaf959c51bc7db8e9b3bbe6,0xc05da047c6955accf3fa415f169899f34214b302,46,82.14285714285714,medium,concentrated_pair,single_pair_dominated,Terraforms,6118
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:16728,56,185143,980,7210,56,0xc803698a4be31f0b9035b6eba17623698f3e2f82,0xfc95c6e764575c96ca8cd03ee9d64c9e218655a3,56,100,medium,bilateral_mill,single_pair_dominated,Meebits,16728
0x4e1f41613c9084fdb9e34e11fae9412427480e56:9652,54,479,0.31,12.5,54,0x6ee069db6e81527bf7ba26e536913a166fba1352,0x88eb2863997cbae2169d9022704acf21e423b377,50,92.5925925925926,high,bilateral_mill,single_pair_dominated,Terraforms,9652
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:14360,53,10860,3.7,600,53,0x1ace22a56af1ca4ca3edda6b22b1ef0007513684,0x910be4a2a2729894aa4550325b20928afb051a56,20,37.735849056603776,medium,concentrated_pair,few_pair_dominated,Meebits,14360
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:6684,52,14602,3.59,444.81,52,0x48039cfabedc5e0d24482a6f71edcf3a75b1921f,0xb08856994dd338b0db1253dcab0e5f56e27f3985,44,84.61538461538461,medium,concentrated_pair,single_pair_dominated,Meebits,6684
0x4e1f41613c9084fdb9e34e11fae9412427480e56:2118,50,46806,0.3689,1600,50,0xa357f162fe9c383edeee81fbc905c4bc7fca166f,0xe7e8b3777884b5b088453d0093f844ddff9cfd8d,46,92,medium,concentrated_pair,single_pair_dominated,Terraforms,2118
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:9377,49,1837,3.15,62,49,0x2da526dd9d389f89bea8fd42c30e97d4ff7d04de,0xbd5ef06f8750f784930f7bd15484c4e7176e55c0,44,89.79591836734694,medium,concentrated_pair,single_pair_dominated,Meebits,9377
0x4e1f41613c9084fdb9e34e11fae9412427480e56:7346,48,3695,0.28,123,48,0x12b12085b407f449aef9ddc312d00b5738a50e1b,0xe9eb93dec938b90c87563fd72c7716e35a64fd56,47,97.91666666666667,medium,concentrated_pair,single_pair_dominated,Terraforms,7346
0x4e1f41613c9084fdb9e34e11fae9412427480e56:6462,48,737,0.26,27,48,0x609da301ffd5e20192a6016eafba5fa36980a53b,0xdb5e1a35d5ed3ff7e9bd14aaa2d58a016fd1d432,44,91.66666666666667,medium,concentrated_pair,single_pair_dominated,Terraforms,6462
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:9185,48,1938,3.7,800,48,0xd9ec6bef8eedcdb96c185fbb8f7fbedcb1aaf582,0xebfcb12abdae1db69d0772902a5c7504cb124287,44,91.66666666666667,medium,concentrated_pair,single_pair_dominated,Meebits,9185
0x4e1f41613c9084fdb9e34e11fae9412427480e56:6291,47,2480,0.34,192,47,0x4b33887d2647dbe37d777934acbd252550eabe9a,0x86cdba7e3b63a9fb72c1022c5da1aaf64f00ea03,32,68.08510638297872,medium,concentrated_pair,few_pair_dominated,Terraforms,6291
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:6917,46,16120,3.61012,790,46,0x37dc76ecdeaaee3755a7b8a9a54579769ddf4c35,0xc8ec8df6f8b76bf2e2835a7fbb5e617f8a182420,24,52.17391304347826,medium,concentrated_pair,few_pair_dominated,Meebits,6917
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:2573,45,744,3.75,100,45,0x8143f2b98e24bb8ef434ff4433e2a8b1d0840935,0x94aaeca1856e5c6fbf7b38818986e325c3573f80,17,37.77777777777778,,,few_pair_dominated,Meebits,2573
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7:1390,45,1501,2,48,45,0x6f0ba4a2ecba44116f3da9942abee62e97bc36ed,0xd6b764b822aa482913992073598c4690527a3a83,37,82.22222222222223,medium,concentrated_pair,single_pair_dominated,Loot,1390
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7:6179,45,1501,5,48,45,0x6f0ba4a2ecba44116f3da9942abee62e97bc36ed,0xd6b764b822aa482913992073598c4690527a3a83,36,80,medium,concentrated_pair,single_pair_dominated,Loot,6179
0x4e1f41613c9084fdb9e34e11fae9412427480e56:3239,44,4880,0.3333,158,44,0x1237170368ccc4593511a885ae1af1aefc7a62a5,0xb8ed6c7f1c6c29c57e512866b8e6fbc438858844,39,88.63636363636364,medium,concentrated_pair,single_pair_dominated,Terraforms,3239
0x4e1f41613c9084fdb9e34e11fae9412427480e56:712,43,3229,12.78,150,43,0x770f01c2bee6896a02af072737505fa2c6a39379,0x7cf424acfc64bda5608de84c934c169c7e77f228,43,100,high,concentrated_pair,single_pair_dominated,Terraforms,712
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:6979,43,1977,3.48,69.09,43,0xc02caad03884c2bb5821218a82a29cdd46ef683b,0xdf79b09da45ebb08ebc7834a9512e0bfa77056bb,42,97.67441860465117,medium,concentrated_pair,single_pair_dominated,Meebits,6979
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:2526,43,189589,960,6890,43,0xc803698a4be31f0b9035b6eba17623698f3e2f82,0xfc95c6e764575c96ca8cd03ee9d64c9e218655a3,43,100,medium,bilateral_mill,single_pair_dominated,Meebits,2526
0x4e1f41613c9084fdb9e34e11fae9412427480e56:3092,42,3591,0.4,250,42,0x4ccd41e0def936f7d190045f6e56aa467391ef47,0xf063ac77ff15a53044e1d94e7cced349115d9414,27,64.28571428571429,medium,concentrated_pair,few_pair_dominated,Terraforms,3092
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:5242,41,1496,3.22,52.7,41,0x567fdbe66195b7e6f4cab2290bbe2d83107a3ab3,0xbad4af9c8bc7eb07282c06e982eb4618e2586f3f,30,73.17073170731707,medium,concentrated_pair,single_pair_dominated,Meebits,5242
0x4e1f41613c9084fdb9e34e11fae9412427480e56:2815,40,3999,0.33,275,40,0x1b5abad9be9baa4e0970c917e276e868086abb0b,0x4d09d314342c93f276bba49398f38886c6f80252,26,65,medium,concentrated_pair,few_pair_dominated,Terraforms,2815
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:10756,40,2375,3.7,226,40,0x7f3d2fcb1d78872135ea9585b354c49b63092110,0xdb93342558502d4f522e774eac55d71bff8e6130,24,60,medium,concentrated_pair,few_pair_dominated,Meebits,10756
0x4e1f41613c9084fdb9e34e11fae9412427480e56:1878,40,2194,0.39,68.5,40,0x6ea2062752fca80044899a494edf6d24d1565856,0x8264ff2de194acbd7a34f2fc557195b5aa43f826,39,97.5,medium,concentrated_pair,single_pair_dominated,Terraforms,1878
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:12422,39,1947,3.7,100.007,39,0x568d0dee128ad6561d8f24340094fafeb43e6da0,0x735a5e9d1abbc623f73ee74f0d23b66bc1f8b4a1,19,48.717948717948715,,,few_pair_dominated,Meebits,12422
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7:1009,39,3936,100,102,39,0x469adaf766fb35f1a3c2569fe8c57a50f4b39131,0x9ac9dcfd23ca73f06634dc964a6c16f7e6daa986,39,100,medium,concentrated_pair,single_pair_dominated,Loot,1009
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:19497,38,16230,200,730,38,0x30391a4f9d2f099d41888f811784281cba4097f0,0x82ff9e428ad69f54f4c0251d13607af7da8bd91e,38,100,medium,concentrated_pair,single_pair_dominated,Meebits,19497
0x4e1f41613c9084fdb9e34e11fae9412427480e56:9249,38,3268,0.25,400,38,0xc3729aa1693ae9a80fd7c38841b0910ae945a468,0xf29f8b8e2ed3b9d18e99d4d2c874c803d0acaa52,22,57.89473684210526,medium,concentrated_pair,few_pair_dominated,Terraforms,9249
0x4e1f41613c9084fdb9e34e11fae9412427480e56:1277,38,1983,0.3,220,38,0x5cbc912ba172984fbb8aef4c28f31cc02d66ce19,0xfbed7e15eb82a0ec39f06e766c695dd0ccd34207,37,97.36842105263158,medium,concentrated_pair,single_pair_dominated,Terraforms,1277
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:17720,37,177,3.65,6.75,37,0x9cbc3b1435f84b3b30dd684bca287d1b1fb2a8a8,0xf1bd1aba7d01a772814af74261a156da6e3210ec,20,54.054054054054056,medium,concentrated_pair,few_pair_dominated,Meebits,17720
0x4e1f41613c9084fdb9e34e11fae9412427480e56:3175,37,1403,0.375,69.37513626152665,37,0xb00b51bf185c7da1e2b61a9d53df7bc863699274,0xb00b5b48b26da7389888e01fa1eb2bbda2997d01,25,67.56756756756756,high,concentrated_pair,few_pair_dominated,Terraforms,3175
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:12144,35,19655,3.65,794,35,0x41ebaeb7025784a336020ce969710e252c1fc3ee,0xa7106b4089e6f3f267d23abc02c9a862dcd7316e,34,97.14285714285714,medium,concentrated_pair,single_pair_dominated,Meebits,12144
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:3032,35,200,3.85,21,35,0x90d6f2b757c8ca57cd68743035186415789d34fd,0xc1c9e5d91d212d1dff008443b6c00a0f002b1a9c,28,80,medium,concentrated_pair,single_pair_dominated,Meebits,3032
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:15377,33,5170,3.9,850,33,0x4003b5fee68a8659687a854135f61f2cb4f839b6,0xb921c84a49d4dd992fb39a2cba45b0dfe8d28275,20,60.60606060606061,medium,concentrated_pair,few_pair_dominated,Meebits,15377
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:17021,33,132,4,4,33,0xd7fc4ab828afc1bb4b217f337f1777ca856efd12,0xec08d9464944345f1483f16a91c5186d8622637c,33,100,medium,concentrated_pair,single_pair_dominated,Meebits,17021
0x4e1f41613c9084fdb9e34e11fae9412427480e56:7646,32,1307,0.4,60,32,0x160c093f30c70f49f1490f34484ca3b09afa1dc2,0x5162494293479d1e4d8fc8ea3e0d18fa0359edca,31,96.875,medium,concentrated_pair,single_pair_dominated,Terraforms,7646
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:17718,32,951,3.7,40,32,0x247ec63eba41edecfa96a46d732c5376f437b78e,0x3eb12b7e49f1a95fbd2943d1547be152883e526f,30,93.75,medium,concentrated_pair,single_pair_dominated,Meebits,17718
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:4799,32,1080,12.4,55,32,0x960f16fff5070555c0efa22f6b839ed7d5ab6094,0xadeed59f446cb0a141837e8f7c22710d759cba65,32,100,medium,concentrated_pair,single_pair_dominated,Meebits,4799
0x4e1f41613c9084fdb9e34e11fae9412427480e56:9647,32,1122,27,40.9,32,0xd9ec6bef8eedcdb96c185fbb8f7fbedcb1aaf582,0xebfcb12abdae1db69d0772902a5c7504cb124287,32,100,medium,concentrated_pair,single_pair_dominated,Terraforms,9647
0x4e1f41613c9084fdb9e34e11fae9412427480e56:5600,31,5737,156.98,225,31,0x1bf1c8c2a4677eeb23ef22d26a59b4119c75c116,0xa11308ddbe29d6a90744fcec7198bf98c4d8b203,31,100,medium,concentrated_pair,single_pair_dominated,Terraforms,5600
0x4e1f41613c9084fdb9e34e11fae9412427480e56:7385,31,2969,0.35,183,31,0x4b33887d2647dbe37d777934acbd252550eabe9a,0x86cdba7e3b63a9fb72c1022c5da1aaf64f00ea03,29,93.54838709677419,medium,concentrated_pair,single_pair_dominated,Terraforms,7385
0x4e1f41613c9084fdb9e34e11fae9412427480e56:7048,30,2303,0.4,100,30,0x2a9ebfd6d7b8ee0e167e94822c226c28888db229,0xb2cb0a1e77764455d4b5964fcfcb9fd646c601ed,29,96.66666666666667,medium,concentrated_pair,single_pair_dominated,Terraforms,7048
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:16348,30,1000,3.89,47,30,0x2ee1e6483ab36c07a7f7593cee9c8c7df7c729ac,0xaeb18a774d6be15af6df72577d80939ef0dab3ce,27,90,medium,concentrated_pair,single_pair_dominated,Meebits,16348
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:13622,30,888,3.633,35,30,0x4003b5fee68a8659687a854135f61f2cb4f839b6,0xb921c84a49d4dd992fb39a2cba45b0dfe8d28275,28,93.33333333333333,medium,concentrated_pair,single_pair_dominated,Meebits,13622
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7:6662,30,4700,4,205,30,0xa2ab8f1ae6611b622b1272ce842bf8ad3e7b6311,0xe244fa646735a0e2c4365177a168856ac49ea7a9,28,93.33333333333333,medium,concentrated_pair,single_pair_dominated,Loot,6662
0x4e1f41613c9084fdb9e34e11fae9412427480e56:5384,29,1425,0.5,58.68,29,0x247ec63eba41edecfa96a46d732c5376f437b78e,0x3eb12b7e49f1a95fbd2943d1547be152883e526f,28,96.55172413793103,medium,concentrated_pair,single_pair_dominated,Terraforms,5384
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:8954,29,622,3.9988,29,29,0xe18285b6ad1fe8cc73c5d2bc86ad2c1335d9f9b1,0xfbcb950fd13add1fe0ba95440fba0851575c617d,21,72.41379310344827,high,concentrated_pair,single_pair_dominated,Meebits,8954
0x4e1f41613c9084fdb9e34e11fae9412427480e56:1879,29,6780,0.34,486,29,0x6cb748f52c47c8f12d620e009c366330fb0dea08,0x6d68c0f44e86587aa443ddb12ed9f10920195ada,16,55.172413793103445,medium,concentrated_pair,few_pair_dominated,Terraforms,1879
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:3164,29,1039,3.47,50,29,0xd3a265d9ed93464e7e2f89876f9ff0cb7b83ff27,0xd7a9f29f765b1b199f2f0237d1d8690fd470f0aa,27,93.10344827586206,medium,concentrated_pair,single_pair_dominated,Meebits,3164
0x4e1f41613c9084fdb9e34e11fae9412427480e56:3478,29,244,6.247737,11,29,0x7570870659786777e563fb957c968d76ee71eceb,0x76f89fe4a717eb1902b701549af8d1e1a4067bae,29,100,medium,concentrated_pair,single_pair_dominated,Terraforms,3478
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:2693,28,9567,309.317,379,28,0x4ce73cc57943602df15fccf1ee291c5d67d38326,0xd3018da893037f3046c715299ce513556784e849,27,96.42857142857143,medium,concentrated_pair,single_pair_dominated,Meebits,2693
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:10282,28,2243,4.2,114,28,0x94be13ae6223fcd742c1d749bb47baccb2b79b13,0xf58e4d74db00a78878e708a4227d7bf030e6128c,27,96.42857142857143,medium,concentrated_pair,single_pair_dominated,Meebits,10282
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:2854,27,992,4.1,70,27,0x789655f162fe39c20c33957fe3a7c9c583e5d84f,0xd91dd13c3652d798ea6b93e543103e72eef9a6b9,5,18.51851851851852,high,ring_member,diffuse,Meebits,2854
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:19403,27,144,3.6202,9,27,0x5c503df9051b1dbb941f3046cb293c97d7cef4ad,0xd315092b620ce48b437b03da903727a7a4b7fb10,20,74.07407407407408,high,ring_member,single_pair_dominated,Meebits,19403
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:13687,27,480,3.01,25.5,27,0x57094ab5714bb4ccdea4da447ae6b19c5358794d,0xb705a2285e6a8c1abc9d96d601f6cc35c27da849,15,55.55555555555556,,,few_pair_dominated,Meebits,13687
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:5279,27,2430,71.7,115,27,0xc67f86944736681996d5d2b0891ece8103da5db8,0xd327d751211921201277da07c556f18be8b4cf29,27,100,medium,concentrated_pair,single_pair_dominated,Meebits,5279
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7:1676,26,3739,2,220,26,0x3e3a55277c0e9f2d5cd333af5eeb3785ff435a59,0x6d608a93a1b86026c7f8241ee3828571ec3544fc,24,92.3076923076923,high,concentrated_pair,single_pair_dominated,Loot,1676
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:1856,26,417,4,32,26,0x425e2abae324cfc5ec9e61bb6eeef89325f5d230,0x874e648804b02b9f510c48db5648c0604c3fa06b,18,69.23076923076923,,,few_pair_dominated,Meebits,1856
0x4e1f41613c9084fdb9e34e11fae9412427480e56:2727,25,1713,4.5,99,25,0x73a9a52be2a512120b5d90a5cf3ac84ce7c821f7,0xfe0c4192a3fcf7b781c9adb3064d19dc40585f8d,21,84,medium,concentrated_pair,single_pair_dominated,Terraforms,2727
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:7493,25,4201,5,260,25,0x565c4b34aac8448a7e1af9fd105461c46317f449,0xebc23f01bb150efced718fe084238beb3777a716,7,28,,,diffuse,Meebits,7493
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:7814,25,11304,3.8,600,25,0x30391a4f9d2f099d41888f811784281cba4097f0,0x82ff9e428ad69f54f4c0251d13607af7da8bd91e,23,92,medium,concentrated_pair,single_pair_dominated,Meebits,7814
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:9764,24,97,2.8,7,24,0x0374b8b9b515dc83c4bc8b4706fdab15dfcd599e,0x6f50d0b6e1da4566ca242bd6a7ffdaaec80c8d81,19,79.16666666666667,,,single_pair_dominated,Meebits,9764
0x4e1f41613c9084fdb9e34e11fae9412427480e56:3205,24,271,9.034,14,24,0x30d49816074334bd6a95dfbec011c083d63404b4,0x913bcedff8dfb6315c7831cfc0d54b338ccce39c,24,100,medium,concentrated_pair,single_pair_dominated,Terraforms,3205
0x4e1f41613c9084fdb9e34e11fae9412427480e56:6545,24,1749,0.39,98.89,24,0x3aafb3888e6d4b07b6250b0327c94f5ddc991196,0xafe079a7118231d0639b8b5cb3a502602d1536e7,22,91.66666666666667,medium,concentrated_pair,single_pair_dominated,Terraforms,6545
0x4e1f41613c9084fdb9e34e11fae9412427480e56:3163,24,2218,0.475,160,24,0x8129d4010a676a660502a4770d8a97f8d1788e5f,0xa683c1b815997a7fa38f6178c84675fc4c79ac2b,23,95.83333333333333,medium,concentrated_pair,single_pair_dominated,Terraforms,3163
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:8770,23,5092,33.32,396,23,0x4dcbb1fe5983ad5b44dc661273a4f11ca812f8b8,0xd7e630afcf128feb8b9071a8412914478c00c22a,23,100,medium,concentrated_pair,single_pair_dominated,Meebits,8770
0x4e1f41613c9084fdb9e34e11fae9412427480e56:6731,23,1008,0.36,420,23,0x86610ea8ea284713e59b3d4c8c8922a049a5bf2d,0xe9725f63dc6afc4c4d8958dde82d41dd3d490554,19,82.6086956521739,,,single_pair_dominated,Terraforms,6731
0x4e1f41613c9084fdb9e34e11fae9412427480e56:8851,22,390,10,20,22,0x13bc83435c957ef371e754dd54b8397634d425fc,0xa7fa0fcf03be35addd0c0ce4471a518d5534fba5,22,100,medium,concentrated_pair,single_pair_dominated,Terraforms,8851
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7:3222,22,7821,90,500,22,0x6f4fc13fc8205162d5003bb2bd2ef7a6ea1439c6,0x7d21d6f8e03746bef7fb64710c1569505f76dc18,22,100,medium,concentrated_pair,single_pair_dominated,Loot,3222
0x4e1f41613c9084fdb9e34e11fae9412427480e56:4440,22,9291,0.292,700,22,0x7158e09bbc9693811bee0cf0b8d956cdf38aad16,0xe76a7b0d62af49711fcd930a2ef27c06896e69bd,20,90.9090909090909,medium,concentrated_pair,single_pair_dominated,Terraforms,4440
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:4827,21,2654,3.56,350,21,0x0eba5e314b660503b13e47b733300d19d4648f06,0xebc23f01bb150efced718fe084238beb3777a716,5,23.80952380952381,,,diffuse,Meebits,4827
0x4e1f41613c9084fdb9e34e11fae9412427480e56:6590,21,670,0.4,50,21,0x1995423b1b9e330b14b5a2f2a9f8985992b36dc6,0xccbc5527467b38b3c19c10a59988eacd32f9044f,18,85.71428571428571,,,single_pair_dominated,Terraforms,6590
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:11956,21,138,5.88,7.6,21,0x7f9b8c7bd797503af08e48ac52e19b0cd5ae9ac4,0xef27c02656a00401b19bc3f8451799fe8ffc919e,12,57.142857142857146,,,few_pair_dominated,Meebits,11956
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7:4267,21,9215,390,489,21,0x902e77345b7baf9aba47c4febdb210406995a88d,0xe6410ecbaa041a5dcde79164ca66de42a8d72bee,21,100,medium,concentrated_pair,single_pair_dominated,Loot,4267
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:16310,20,6333,3.82,635,20,0x1a974c07a42b9322d264df235c6edb87268e5a0b,0xf0839f77d88a93e74b5aca6946b89f110de750cf,19,95,,,single_pair_dominated,Meebits,16310
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7:4308,20,4461,2.2,310,20,0xe2b413653f8a118be237a05a99eca576ce1bd6be,0xfab59c265792bdeede3b07953b5babb41bf91af8,5,25,,,diffuse,Loot,4308
0x4e1f41613c9084fdb9e34e11fae9412427480e56:4206,20,88679,3871,5314,20,0xd761146b10fc5c14fbfbd04801abbd4dcf758fa2,0xf1ddb5dacc5a916842aae0a6fbe59c36f97bd940,7,35,,,few_pair_dominated,Terraforms,4206
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:9926,20,2572,4,169,20,0x789655f162fe39c20c33957fe3a7c9c583e5d84f,0xd91dd13c3652d798ea6b93e543103e72eef9a6b9,18,90,high,ring_member,single_pair_dominated,Meebits,9926
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:12369,19,978,3.55,90,19,0xaec2f67e1845bf47c6507171dd49e542272347ae,0xf4e298c4d4fc2231b6056ea1362f761551b71755,1,5.2631578947368425,,,diffuse,Meebits,12369
0x4e1f41613c9084fdb9e34e11fae9412427480e56:1971,19,466,0.33,45,19,0x143e690d34d71c805c5443c5273ca921e5f47d61,0x93c22236cec86c4451bf266218f8ab6216d7866f,11,57.89473684210526,,,few_pair_dominated,Terraforms,1971
0x4e1f41613c9084fdb9e34e11fae9412427480e56:1422,19,3158,138.45754,198,19,0x23a085fbaad21201c9b1f39e9bdf70af60f752d3,0xd2d4234866d7e1aab34f83082f1a3e8fbcdd26b1,19,100,medium,concentrated_pair,single_pair_dominated,Terraforms,1422
0x4e1f41613c9084fdb9e34e11fae9412427480e56:5140,19,9788,100,590,19,0x87f4c9668b2ddadd05eec44eee3985b5642673d1,0xc0502d3a25ce3095df3cd0d48f613e5fed63f85f,19,100,,,single_pair_dominated,Terraforms,5140
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:15978,18,1038,3.9,90.02,18,0x00f847e6362ecbb8caeb3e886a2650dd083aa8ee,0x3c8bb3423c483b059be524bed3e1b9b32da68d25,4,22.22222222222222,,,diffuse,Meebits,15978
0x4e1f41613c9084fdb9e34e11fae9412427480e56:8968,18,3563,0.34999,296,18,0x0669ae78c0e3683ea7f16769015e583b0852224d,0x36c6c939e067adfdf534ec49faadfea55e30e71c,17,94.44444444444444,,,single_pair_dominated,Terraforms,8968
0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7:6717,18,653,16,52,18,0x6fac2bcca1f5397bf2bc96aa4ae8f35728882761,0x933e5514f560c3788a521b9dd7207b0dd43845a0,13,72.22222222222223,,,single_pair_dominated,Loot,6717
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:18345,18,2459,3.6,240,18,0x0eba5e314b660503b13e47b733300d19d4648f06,0x565c4b34aac8448a7e1af9fd105461c46317f449,4,22.22222222222222,,,diffuse,Meebits,18345
0x4e1f41613c9084fdb9e34e11fae9412427480e56:5806,18,335,1,23.2,18,0x1af4dc024642f3c07ba1d165fc37da51eeccd120,0xcc0bc128d5e4d5de105a8a08223857e094f2703d,12,66.66666666666667,,,few_pair_dominated,Terraforms,5806
0x4e1f41613c9084fdb9e34e11fae9412427480e56:1909,18,119,0.3,9.2,18,0x3af5d66bee8decacfc74b9f048d04343e9335694,0x4da6aeb9c6add3299c5a936e2e8801272249619d,14,77.77777777777777,,,single_pair_dominated,Terraforms,1909
0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7:3553,18,35708,3.6,5500,18,0x50ea421b54fb7b034449808ba511a68ff4b0d29a,0x7dbb760ecfdcbfe5d425c67019966ba05a3c48ae,17,94.44444444444444,medium,concentrated_pair,single_pair_dominated,Meebits,3553
0x4e1f41613c9084fdb9e34e11fae9412427480e56:7767,18,148,0.29,45,18,0xdc37fcf96f80d51559756acfb36493553a38b750,0xef50d6d1b5ba487e904c8e2a6dc5aeffe15e07d7,13,72.22222222222223,,,single_pair_dominated,Terraforms,7767
0x4e1f41613c9084fdb9e34e11fae9412427480e56:2229,17,3779,177.5,349,17,0x0820f4612c4f657354ee9b30008ed307a2bceea7,0x6ad244466777fb941917deab621e922b1feadd85,17,100,medium,concentrated_pair,single_pair_dominated,Terraforms,2229
0x4e1f41613c9084fdb9e34e11fae9412427480e56:3464,17,1077,12,83,17,0x0e26b2af0cad6eda72fd0d2b39cfb4d71bab4a36,0x90d7f9c7de3e993dfebc8dff0fffde47bf223a51,9,52.94117647058823,,,few_pair_dominated,Terraforms,3464
0x4e1f41613c9084fdb9e34e11fae9412427480e56:9092,17,257,0.2515,20,17,0x2d9704486b49f346e9ac28e4aa92a5da8951cd30,0xbd94c71fae6d529311a1eb58478aa9ff8d5de8e8,14,82.3529411764706,,,single_pair_dominated,Terraforms,9092
